Entry	Text	TextLoc1	TextLoc2
111007	푸른 리자드맨의 심장		
111008	와이번의 마력석		
111009	흑색 오우거의 심장		
111010	바실리스크의 심장		
111011	붉은 오샬리의 심장		
111012	크라켄의 정수		
111013	엘프의 눈물 정수		
111014	그레이트 웜의 핵		
111015	하이 엘프의 정수		
111016	화염 발럭의 심장		
111017	마계 인어의 심장		
111018	바람의 상급 정령의 정수		
111019	땅의 상급 정령의 정수		
111020	수호신 하이 엘프의 눈물		
111021	불사조의 깃털		
111022	청룡의 여의주		
111023	백호의 마력석		
111024	현무의 심장		
111025	숲의 정령왕의 정수		
112001	불		
112002	물		
112003	바람		
112004	땅		
112005	숲		
113001	불 속성이 그대로 나타난 마력석이다.		
113002	"왜 오크가 바다에 서식하나 했더니, 수 속성이었다."		
113003	발이 아주 빠른 오크의 마력석. 역시 바람 속성이었다.		
113004	"건조한 환경을 좋아하는 줄 알았는데, 흙먼지를 좋아하는 거였다."		
113005	숲을 좋아하는 오크는 처음이다. 역시나 나무 속성이었다.		
113006	불같이 타오르는 오우거의 마력석. 엄청난 힘을 보유하고 있다.		
113007	강력한 수속성을 지니고 있다. 역시 마법급 마력석이다.		
113008	"하늘의 제왕, 와이번의 마력석이다. 비싸지만 그만큼 성능이 좋다."		
113009	안 그래도 단단한 오우거 중에 탱커형 오우거였다. 땅 속성이었다.		
113010	"갈색 바실리스크, 대부분 땅 속성이지만, 이건 나무 속성이었다."		
113011	"중급 악마 오샬리의 심장, 마력석과 같은 모양을 하고 있다."		
113012	"크라켄의 정수. 몬스터의 마력석은 심장, 정수와 같은 모양이었다."		
113013	엘프가 기쁠 때 흘리는 눈물만이 마력이 담긴 보석이 된다고 한다.		
113014	도시 몇 개를 쑥대밭으로 만들었던 그레이트 웜의 핵이다.		
113015	거대한 나무의 요정인 자이언트 우드의 핵이다. 강한 재생의 힘을 지니고 있다.		
113016	존재만으로도 솜털이 곤두설 정도로 섬뜩한 발럭의 심장이다.		
113017	웬만한 오우거는 손짓으로 찢는다는 마계의 인어의 심장.		
113018	상급 정령인 만큼 어마어마한 마력을 지니고 있다. 오라가 상당히 아름답다.		
113019	무엇이든 빨아들일 거 같은 묵직한 오라를 지니고 있다.		
113020	"순혈 하이엘프, 1만 년을 산다는 전설의 하이엘프다."		
113021	고고하고 경의롭다. 상상할 수 없는 강력함이 가득한 마력 집약체.		
113022	우리의 수호신 청룡이 남긴 가장 큰 유산이다. 반드시 신급 무기를 완성해야 한다.		
113023	마지막 남은 수호신의 희생을 헛되이 만들지 않겠다.		
113024	"인류를 지키다 죽은 현무, 마음이 아프지만 심장을 꺼냈다."		
113025	"정령왕의 정수, 거대한 힘은 전설급 이상의 힘을 지니고 있다."		
302001	동네 이씨 아저씨		
302002	골목 구멍가게 사장		
302003	윗집 건물주 아주머니		
302004	네이바 익명 아이디		
302005	허지옹(블로거)		
302006	앤 해서웨이(B등급 검사)		
302007	꽃윰댕(유명 크리에이터)		
302008	훙월량(유명 크리에이터)		
302009	월 스미스(A등급 좀비 학살자)		
302010	박형식(무기 평론가)		
302011	블랙 위도우(S등급 암살자)		
302012	태도서관(유명 크리에이터)		
302013	이건이(삼송 회장)		
302014	레리 페이지(구골 CEO)		
302015	해리 포트(SS등급 마법사, 마법부 장관)		
302016	빌 게이트(마이크로웨폰즈 기술 고문)		
302017	간달프(현자)		
302018	덤블문(마법학교 교장)		
302019	공자(3대 성인)		
302020	토니 머스트(세계 최고 군수 기업 CEO)		
302021	제우스(주신)		
302022	토르(천둥의 신)		
302023	헤파이토스(대장장이의 신)		
302024	하데스(죽음의 신)		
302025	세계 대장장이협회		
331101	"시대를 역행하는 건, 명작에나 적용되는 거야."		
331102	“뉴스는 보는 거지?”		
331103	“최악이다.”		
331104	“아무리 잘 만들어도 유행을 따르지 못하면 팔리지 않아.”		
331105	“심사항목에 트렌드라는 게 있는 걸 모르나?”		
331106	“돈 벌고 싶어? 그럼 트렌드를 따라.”		
331107	“유행, 그게 무슨 뜻인지 모르는 거지?”		
331108	“나쁘지 않다.”		
331109	“선호하진 않지만, 이 정도면 괜찮지.”		
331110	“유행이라는 걸 이해한 모양이구나?”		
331111	“트렌드를 볼 줄은 아는 것 같네.”		
331112	“뉴스는 보는군.”		
331113	“이 정도는…… 나쁘지 않지.”		
331114	“조금만! 조금만 더!”		
331115	“이거 물건인데?”		
331116	“최신 트렌드야!”		
331117	“이런 게 센스라고!”		
331118	“트렌드가 좋다. 더 좋을 수 없다.”		
331119	“시대 위에 섰다. 강렬하다.”		
331120	“뉴스보다 빨라!”		
331121	“이게 트렌드 리더 아니겠어?”		
332101	“이건 타노스도 못 맞출 균형이야!”		
332102	“일부러 하다 만 거지?”		
332103	“균형의 뜻을 모르는 거 같군.”		
332104	“그런 걸 휘두르다간, 옆 사람이 다칠 거야. 완성하라고!”		
332105	“이런 균형으로 제대로 휘두를 수나 있을까?”		
332106	“완성도라는 건 성의의 문제야.”		
332107	“그냥 버리는 걸 추천하지.”		
332108	“균형은 나쁘지 않다.”		
332109	“나쁘지 않은 완성도.”		
332110	“꽤 쓸만한 완성도다.”		
332111	“괜찮지만, 좋지도 않은 균형이다.”		
332112	“완성도는 좋다.”		
332113	“균형이 어느 정도 잡혀 있다.”		
332114	“평범한 인간이 만든 것치고는 균형이 좋다.”		
332115	“완벽한 균형! 아름답다.”		
332116	“균형의 아름다움이란 이런 것인가?”		
332117	“완벽한 완성도에 찬사를 보낸다.”		
332118	“실로 인간이 만든 완성도란 말인가?”		
332119	“완벽한 완성도, 화려하고 강렬하다.”		
332120	“좋은 균형에서 좋은 무기가 나오는 법이었다.”		
332121	“이런 완성도…… 이건 예술품이야!”		
333101	“사실상 실용이라는 단어를 모르는데?”		
333102	“실용성은 도대체 어디로 사라진 거지?”		
333103	“실용성은 무게가 중요해! 이건 거의 장식용이잖아!”		
333104	“마력 효율도 실용성에 관여한다는 걸 잘 모르는 모양이지?”		
333105	“내구도가 이래서야 전혀 실용적이지 않잖아.”		
333106	“검? 이거 모형 아니었어?”		
333107	“제발 장식품이었다고 말해줘!”		
333108	“꽤 실용적이다.”		
333109	“내구도, 무게, 마력 효율 모두 나쁘지 않다.”		
333110	“이제야 실용이라는 단어를 이해했군.”		
333111	“생각보다 실용적인데?”		
333112	“이래야 장식이 아닌 거야!”		
333113	“쓸 만할 정도의 실용성이군.”		
333114	“제발 이렇게만 실용에 신경 써 줘!”		
333115	“상당히 쓸만하다. 이 정도면 먼지는 쌓이지 않겠군.”		
333116	“미칠 듯 실용적이다!”		
333117	“이런 실용적인 작품이 왜 이제야 나온 거지?”		
333118	“실용을 뛰어넘어, 완벽에 가깝다!”		
333119	“누구든 자기에게 팔라고 할 거야. 이런 활용도라니!”		
333120	“제발 나에게 팔아줘! 100년은 쓰겠어.”		
333121	“이건 사야 해, 무조건 사야 해!”		
333122	“실용의 극한! 내구, 무게, 마력 효율 또한 완벽하다.”		
334101	“디자인, 기본적인 심미안에서 나오는 거라고!”		
334102	“내 눈이 이상한 건 아니겠지……?”		
334103	“디자인의 가치를 전혀 모르는 것 같은데?”		
334104	“안 본 눈 삽니다!”		
334105	“조심해! 시력을 잃을 수도 있어!”		
334106	“끔찍하다. 이건 버리는 것도 민폐야.”		
334107	“설마 몬스터의 시력을 공격하려고 일부러……?”		
334108	“나쁘지 않은 디자인이다.”		
334109	“이 정도면 볼만은 하겠어.”		
334110	“괜찮은 디자인이다.”		
334111	“괜찮다. 하지만 좋지도 않은 디자인?”		
334112	“디자인은 굉장히 중요하지, 이건 좋군.”		
334113	“혹시 전직 디자이너?”		
334114	“이 정도면 관상용으로도 괜찮은데?”		
334115	“세상에나! 이건 예술작품인가?”		
334116	“당장 루브르로 향해야 해!”		
334117	“역대급 디자인! 최고다!”		
334118	강렬하다. 완벽하다. 아름답다.”		
334119	“좋다. 보고만 있어도 행복하다.”		
334120	“아름다움으로 적을 물리쳐라!”		
334121	“내 평생에 이런 걸 볼 수 있다니!”		
335101	“마감이라는 건 전혀 신경 쓰지 않는 모양이군.”		
335102	“저질적인 투박함이다.”		
335103	“섬세함이라는 건 전혀 찾아볼 수 없군.”		
335104	“혹시 수전증이 있는 건 아니겠지?”		
335105	“이런 걸 쓰다간 손을 다치겠어.”		
335106	“섬세함이라는 걸 전혀 모르는 건가?”		
335107	“버려도 쓰레기와 구분이 될지 모르겠군.”		
335108	“나쁘지 않은 섬세함.”		
335109	“괜찮다. 하지만 좋지도 않은 섬세함이다.”		
335110	“생각보다 괜찮은 손재주인데?”		
335111	“섬세함이 이렇게 중요합니다.”		
335112	“약간의 섬세함이 검을 완성했다.”		
335113	“섬세함에 주목하라!”		
335114	“생각보다 완벽에 가까운 마감이다.”		
335115	“완벽한 마감. 이건 작품이다.”		
335116	“섬세함. 신의 경지다.”		
335117	“이 정도로 섬세한 검이 있었던가?”		
335118	“굉장하다. 닿기만 해도 잘릴 것 같은 섬세함이다.”		
335119	“검의 완성은? 섬세함이다.”		
335120	“완벽하지 않은가?”		
335121	“보고 배워야 한다. 이건 최고의 마감이다.”		
341101	"······이거 쓰레기 맞죠?"		
341102	"아무래도 구둣주걱으로 써야 할 듯 하다."		
341103	“두 눈을 가리면 뭐가 보이는 줄 알아? 네 미래!”		
341104	“이거 고철 재활용에 넣으면 되죠?”		
341105	“차라리 재료로 파는 게 나았겠네요.”		
341106	“아무래도 이쪽에 재능은 없는 듯?”		
341107	“돈 주고 팔아야 할 것 같은데?”		
341108	“제발 쓰레기라고 해줘!”		
341109	“사실상 가망이 없다.”		
341110	“괜찮아, 다음 생을 준비하면 되니까.”		
341111	“무기로 장난치는 거 아니야.”		
341112	“이걸 쓰다간 아군이 죽어 나간다.”		
341113	“돈 받고 팔겠다는 건 아니겠죠?”		
341114	“일회용으로 쓸만하겠네요.”		
341115	“차라리 내가 만드는 게 낫지 않을까?”		
341116	“재료를 더 좋은 걸로 써 보는 게……?”		
341117	“꼭 사고 싶다. 이 세상에서 없애버리기 위해서!”		
341118	“과연 도구의 문제일까?”		
341119	“설렌다. 이걸 내 손으로 부술 수 있다는 게!”		
341120	“재료도 문제가 아닐 거야.”		
341121	“나쁘진 않은데?”		
341122	“최소한 옆 사람이 죽진 않겠군.”		
341123	“쓸만하겠는데?”		
341124	“괜찮네?”		
341125	“더 노력해봐!”		
341126	“실전용으로 꽤 적합하다.”		
341127	“고철에선 벗어났군.”		
341128	“그래도 재능은 보이지 않는다.”		
341129	“노력한 티는 나는군.”		
341130	“자기가 천재라고 생각하는 건 아니겠지?”		
341131	“넌 천재가 아니야!”		
341132	“그래도 재룟값은 벌었겠군.”		
341133	“조금은 노력한 흔적이 보이는군.”		
341134	“도구에 돈을 좀 써 봐!”		
341135	“재료의 가격과 검의 가격은 비례하지. 너무 짠돌이야.”		
341136	“돈을…… 조금은 받아도 되겠는데?”		
341137	“이게 노력의 결과야!”		
341138	“꾸준히 해! 언제나 제자리는 아닐 거야.”		
341139	“최소한 재활용에 들어가진 않겠어.”		
341140	“희망이 보인다! 그래, 이렇게만 해!”		
341141	“아직 부족해! 조금만, 조금만 더!”		
341142	“아직 돈이 안 벌리지? 아직 부족하기 때문이야!”		
341143	“이런 식으로만 하면 다음 단계도 꿈이 아니야.”		
341144	“유명해지고 싶어? 돈 벌고 싶어? 그럼 완벽한 조합을 찾아!”		
341145	“아주 살짝 부족하다. 운이 조금만 좋다면!”		
341146	“강하다. 아름답다. 비싸다!”		
341147	“이게 검이다. 단순한 칼이 아닌 작품!”		
341148	“거의 만점에 다다랐다.”		
341149	“이 정도면 완숙의 경지라 볼 수 있다.”		
341150	“이렇게 좋은……? 운이 무지하게 좋거나 천재라는 거겠지.”		
341151	“더는 올라갈 곳이 없을 정도인데?”		
341152	“조금만 운이 좋았다면 다음 단계가 나왔을 거야!”		
341153	“등급과는 관계없이 완벽한 검이다.”		
341154	“이보다 황홀한 검을 볼 수 있을까?”		
341155	“천재의 감각적인 완성이다. 황홀해!”		
341156	“눈을 뜰 수가 없다. 후광 때문에!”		
341157	“이건 내다 버려! 루브르로!”		
341158	“별로야. 내 마음의 별로!”		
341159	“절대로 쓰고 싶지 않아. 검이 닳을 것 같아 두려워서!”		
341160	“명작, 대작, 역작. 이런 작품에 붙이라고 있는 말이지.”		
341161	“평생 바라만 보고 싶다.”		
341162	“이 검이라면 무엇이든 베어 버릴 수 있을 것 같다.”		
341163	“무섭다. 이런 검을 만드는 검장이 있다는 게.”		
341164	“신조차 두려워하지 않을까? 당신의 재능을.”		
341165	“모든 가치의 판단은 가격에서 나온다. 이건 최고야!”		
201001	허름한 컨테이너 공장		
201002	작은 창고형 전기 공장		
201003	대규모 콘크리트 마력 공장		
201004	대규모 첨단 마력 공장		
201005	최첨단 원자로 공단		
203001	"유지비, 생산비, 불량률도 높고 퀄리티도 상당히 떨어진다."		
203002	"유지비, 생산비, 불량률 또한 높지만 생산성은 조금 좋다."		
203003	"유지비, 생산비가 높지만, 불량률은 줄고 생산성은 올리며 퀄리티까지 유지한다."		
203004	"유지비, 생산비, 불량률 등을 최소한으로 하고 생산성 및 퀄리티를 끌어 올렸다."		
203005	원자로를 사용해 유지비 등을 최대한 낮추고 생산성 및 퀄리티는 최고로 올렸다.		
204001	제한 : 		
204002	수익률 : 		
204003	가격 : 	
204004	투자비용 : 	
204005	예상 일 수익 : 	
301001	마이크로웨폰즈		
301002	Googlle		
301003	SAMSONG		
301004	LGI		
301005	APPULE		
301006	IBM		
301007	AmaJoon		
301008	Saomi		
301009	Sonic		
301010	BMV		
